fid,gfk,bezgfk,ofl,bezofl,aog,aug,hoh,bat,bezbat,nam,baw,bezbaw,zus,bezzus,gkn,des,bezdes,lag,namlag,hnr,pnr,lnr,bezeich,uuid,id,gmlid,gmlid_code,name,name_codes,descriptio,creation_d,terminatio,relative_t,relative_1,last_modif,updating_p,reason_for,lineage,building_i,blknr,bez,bezname,plr,blktypname,ewk,area,datum
"696","2120",Werkstatt,,,"1",,,,,,,,,,"11000004035710002","4200",Aus Katasterkarten digitalisiert,"03571",Quedlinburger Straße,,"2","3",AX_Gebaeude,DEBE04YY50000Baa,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"769","2142",Speichergebäude,,,"1",,,,,,,,,,"11000004016320029","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"29","2",AX_Gebaeude,DEBE04YY50000Hfk,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"795","2120",Werkstatt,,,"2",,,,,,,,,,"11000004035710004","4200",Aus Katasterkarten digitalisiert,"03571",Quedlinburger Straße 4,"4",,,AX_Gebaeude,DEBE04YY50000E2k,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"866","2120",Werkstatt,,,"1",,,,,,,,,,"11000004016320025","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"25","1",AX_Gebaeude,DEBE04YY500009gj,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"887","1010",Wohnhaus,,,"7","1",,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,,"1000",Aus Katastervermessung ermittelt,"02439","Klaustaler Straße 28, 30",,,,AX_Gebaeude,DEBE00YY2oD0000T,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"973","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004016320025","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"25","4",AX_Gebaeude,DEBE04YY500009id,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"991","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004016320029","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"29","3",AX_Gebaeude,DEBE04YY500009qS,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"994","2142",Speichergebäude,,,"1",,,,,,,,,,"11000004016320029","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer 29,"29",,,AX_Gebaeude,DEBE04YY500005MN,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"1000","2120",Werkstatt,,,"1",,,,,,,,,,"11000004035710002","4200",Aus Katasterkarten digitalisiert,"03571",Quedlinburger Straße,,"2","2",AX_Gebaeude,DEBE04YY50000QEa,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"1074",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000E93,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"1119",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY2oD0000e,,,,,,,,,,,,,,,,"021060","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"15312.609375000000000",1993/07/01 00:00:00.000
"956","1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020018","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 18,"18",,,AX_Gebaeude,DEBE04YY50000BEo,"2213",DEB_LOD2_UUID_1399c232-0508-4c91-8487-edd1381e48fc_0ed40979-4e26-4277-a44f-8a81275cb51a,,,,,2024/02/05 04:16:21.156,,,,2024/02/05 04:16:21.156,citydb_user,,,"2151","021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"174","1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020014","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 14,"14",,,AX_Gebaeude,DEBE04YY500006P0,"2471",DEB_LOD2_UUID_20bbbefc-7155-48e9-bd68-771fea7db6a6_fa612c2b-87af-4088-a5a4-d642ba6afc60,,,,,2024/02/05 04:16:21.412,,,,2024/02/05 04:16:21.412,citydb_user,,,"2344","021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"5","1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020022","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 22,"22",,,AX_Gebaeude,DEBE04YY500009XJ,"2612",DEB_LOD2_UUID_6cd38137-852c-410a-973f-57239a703735_c151302b-a277-4ba7-8286-942a0778ab1c,,,,,2024/02/05 04:16:21.513,,,,2024/02/05 04:16:21.513,citydb_user,,,"2597","021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"1066",,,,,,,,"9999",Sonstiges,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Xwk,"2615",DEB_LOD2_UUID_5a340c61-d229-40be-8001-1d8375ecfe8f_7acb98f1-67c9-499c-b723-29c76c8b937f,,,,,2024/02/05 04:16:21.516,,,,2024/02/05 04:16:21.516,citydb_user,,,"2465","021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"579",,,,,,,,"2710",Schornstein im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YlH,"2849",DEB_LOD2_UUID_16289621-bb4d-4553-a48f-b4e09a9e519d_4c051092-8833-4862-b0e7-55549dc323f4,,,,,2024/02/05 04:16:21.678,,,,2024/02/05 04:16:21.678,citydb_user,,,"2169","021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"149",,,,,,,,"2710",Schornstein im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YIB,"2849",DEB_LOD2_UUID_16289621-bb4d-4553-a48f-b4e09a9e519d_4c051092-8833-4862-b0e7-55549dc323f4,,,,,2024/02/05 04:16:21.678,,,,2024/02/05 04:16:21.678,citydb_user,,,"2169","021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"1088",,,,,,,,"2710",Schornstein im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YBd,"2849",DEB_LOD2_UUID_16289621-bb4d-4553-a48f-b4e09a9e519d_4c051092-8833-4862-b0e7-55549dc323f4,,,,,2024/02/05 04:16:21.678,,,,2024/02/05 04:16:21.678,citydb_user,,,"2169","021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"253",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YCZ,"3273",DEB_LOD2_UUID_efd3a472-f782-4331-a9cf-39bf685d4578_9c6db35c-d292-4f9c-b86e-3054081cbe81,,,,,2024/02/05 04:16:22.024,,,,2024/02/05 04:16:22.024,citydb_user,,,"3246","021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"56","1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020010","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 10,"10",,,AX_Gebaeude,DEBE04YY50000PMr,"3273",DEB_LOD2_UUID_efd3a472-f782-4331-a9cf-39bf685d4578_9c6db35c-d292-4f9c-b86e-3054081cbe81,,,,,2024/02/05 04:16:22.024,,,,2024/02/05 04:16:22.024,citydb_user,,,"3246","021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"3",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000KNY,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"21",,,,,"18",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Nd2,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"34","2612",Toilette,,,"1",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","21",AX_Gebaeude,DEBE04YY50000GVc,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"37","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020016","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 16,"16",,,AX_Gebaeude,DEBE04YY50000Pv4,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"42",,,,,"4",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000REf,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"48",,,,,,,,"9999",Sonstiges,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YqM,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"53",,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YKt,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"55","2142",Speichergebäude,,,"1",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","18",AX_Gebaeude,DEBE04YY50000QQy,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"69",,,,,,,,"9999",Sonstiges,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YOp,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"84",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Fv7,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"92","2520",Gebäude zur Elektrizitätsversorgung,,,"2",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","6",AX_Gebaeude,DEBE04YY50000Op0,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"93",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000HLH,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"94","2520",Gebäude zur Elektrizitätsversorgung,,,"2",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","32",AX_Gebaeude,DEBE04YY50000PiB,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"106","2142",Speichergebäude,,,"1",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","20",AX_Gebaeude,DEBE04YY50000M9i,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"114",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY5000019y,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"121","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020012","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 12,"12",,,AX_Gebaeude,DEBE04YY500006ZN,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"137",,,,,"20",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Cdc,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"153",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500001pk,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"154","2520",Gebäude zur Elektrizitätsversorgung,"1400",Aufgeständert,"8",,true,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","8",AX_Gebaeude,DEBE04YY50000ATs,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"157","2020",Bürogebäude,,,"7",,,,,,,,,,"11000004009260013","4200",Aus Katasterkarten digitalisiert,"00926, 03571","Darwinstraße 13, 15, 17; Quedlinburger Straße 5",,,,AX_Gebaeude,DEBE04YY500004D7,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"166",,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YMH,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"170","2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"1",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","14",AX_Gebaeude,DEBE04YY50000JCt,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"173",,,,,"10",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000EKj,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"177","2522",Umspannwerk,,,"2",,,,,,,,,,"11000004042020004","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 4,"4",,,AX_Gebaeude,DEBE04YY50000G55,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"188","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020020","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 20,"20",,,AX_Gebaeude,DEBE04YY50000KBD,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"202","2520",Gebäude zur Elektrizitätsversorgung,,,"3",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","2",AX_Gebaeude,DEBE04YY50000B9M,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"203",,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500008Ph,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"217",,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000PyY,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"223",,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000M5b,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"232","2520",Gebäude zur Elektrizitätsversorgung,,,"5","1",,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"03571",Quedlinburger Straße 43,"43",,,AX_Gebaeude,DEBE04AL4tn00000,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"233",,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Xvf,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"237",,,,,"18",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000BfE,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"240","2111",Fabrik,,,"1",,,,,,,,,,"11000004002520009","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"9","1",AX_Gebaeude,DEBE04YY500009Rh,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"242",,,,,"21",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500007cw,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"246",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500002LJ,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"259","2520",Gebäude zur Elektrizitätsversorgung,,,"22",,true,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","36",AX_Gebaeude,DEBE04YY500001fB,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"260","2520",Gebäude zur Elektrizitätsversorgung,,,"1",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","5",AX_Gebaeude,DEBE04YY50000LrX,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"270","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020008","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 8,"8",,,AX_Gebaeude,DEBE04YY50000Ijt,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"272",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000B57,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"278",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYJA000020,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"291",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000BsN,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"301",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL4tn00004,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"306",,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL4tn00005,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"312",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000BLO,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"329",,,,,"7",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500007Hg,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"347",,,"1400",Aufgeständert,"3",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000JvL,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"358",,,,,"17",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000AjN,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"359",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL4tn00003,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"392",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Imw,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"404","2520",Gebäude zur Elektrizitätsversorgung,,,"3",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","16",AX_Gebaeude,DEBE04YY50000HDy,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"413",,,,,,,,"9999",Sonstiges,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002XwG,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"415","2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","34",AX_Gebaeude,DEBE04YY500007Zv,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"420",,,,,"21",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Mz8,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"424",,,,,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000OrZ,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"436",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL4tn00008,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"453",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000IIm,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
"455",,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Ydg,,,,,,,,,,,,,,,,"021061","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"130373.609375000000000",2003/06/18 00:00:00.000
